property_code,project_no,type,sales_date,construction_date,completed_90,completed_100,SLA_90,SLA_100,status
CHA1057,CHAPH02,House & Lot,9/28/2017,9/28/2017,5/2/2019,8/6/2019,19.10136986,3.156164384,Sold
CHA1058,CHAPH02,House & Lot,1/29/2017,1/29/2017,9/10/2018,12/9/2018,19.36438356,2.95890411,Sold
CHA1059,CHAPH02,House & Lot,11/28/2016,11/28/2016,6/13/2018,9/14/2018,18.47671233,3.057534247,Sold
CHA1060,CHAPH02,House & Lot,11/24/2016,11/24/2016,6/7/2018,9/7/2018,18.4109589,3.024657534,Sold
CHA1061,CHAPH02,House & Lot,10/22/2016,10/22/2016,5/20/2018,9/1/2018,18.90410959,3.419178082,Sold
CHA1062,CHAPH02,House & Lot,10/22/2016,10/22/2016,5/25/2018,9/7/2018,19.06849315,3.452054795,Sold
CHA1063,CHAPH02,House & Lot,9/29/2019,9/29/2019,4/16/2021,7/30/2021,18.57534247,3.452054795,Sold
CHA1064,CHAPH02,House & Lot,9/29/2019,9/29/2019,4/8/2021,7/18/2021,18.31232877,3.320547945,Sold
CHA1065,CHAPH02,House & Lot,7/29/2017,7/29/2017,3/14/2019,6/25/2019,19.49589041,3.38630137,Sold
CHA1066,CHAPH02,House & Lot,1/20/2017,1/20/2017,7/29/2018,11/2/2018,18.24657534,3.156164384,Sold
CHA1067,CHAPH02,House & Lot,11/16/2018,11/16/2018,5/22/2020,8/27/2020,18.18082192,3.189041096,Sold
CHA1068,CHAPH02,House & Lot,4/10/2018,4/10/2018,10/28/2019,1/29/2020,18.60821918,3.057534247,Sold
CHA1069,CHAPH02,House & Lot,3/17/2017,3/17/2017,9/27/2018,12/29/2018,18.37808219,3.057534247,Sold
CHA1070,CHAPH02,House & Lot,10/15/2016,10/15/2016,5/1/2018,8/1/2018,18.50958904,3.024657534,Sold
CHA1071,CHAPH02,House & Lot,12/29/2017,12/29/2017,8/6/2019,11/13/2019,19.23287671,3.254794521,Sold
CHA1072,CHAPH02,House & Lot,4/27/2017,4/27/2017,11/22/2018,2/21/2019,18.87123288,2.991780822,Sold
CHA1073,CHAPH02,House & Lot,8/28/2017,8/28/2017,3/19/2019,6/24/2019,18.6739726,3.189041096,Sold
CHA1074,CHAPH02,House & Lot,3/1/2018,3/1/2018,9/12/2019,12/21/2019,18.4109589,3.287671233,Sold
CHA1075,CHAPH02,House & Lot,10/29/2015,10/29/2015,5/31/2017,9/16/2017,19.06849315,3.550684932,Sold
CHA1076,CHAPH02,House & Lot,10/25/2015,10/25/2015,5/13/2017,8/24/2017,18.60821918,3.38630137,Sold
CHA1077,CHAPH02,House & Lot,10/29/2015,10/29/2015,6/5/2017,9/25/2017,19.23287671,3.682191781,Sold
CHA1078,CHAPH02,House & Lot,11/28/2016,11/28/2016,6/23/2018,9/19/2018,18.80547945,2.893150685,Sold
CHA1079,CHAPH02,House & Lot,12/28/2016,12/28/2016,8/10/2018,11/18/2018,19.39726027,3.287671233,Sold
CHA1080,CHAPH02,House & Lot,12/28/2016,12/28/2016,7/14/2018,10/17/2018,18.50958904,3.123287671,Sold
CHA1081,CHAPH02,House & Lot,12/5/2016,12/5/2016,7/21/2018,10/26/2018,19.49589041,3.189041096,Sold
CHA1082,CHAPH02,House & Lot,11/3/2016,11/3/2016,5/27/2018,8/23/2018,18.73972603,2.893150685,Sold
CHA1083,CHAPH02,House & Lot,4/10/2016,4/10/2016,11/4/2017,2/16/2018,18.83835616,3.419178082,Sold
CHA1084,CHAPH02,House & Lot,12/28/2016,12/28/2016,7/9/2018,10/16/2018,18.34520548,3.254794521,Sold
CHA1085,CHAPH02,House & Lot,6/30/2015,6/30/2015,1/22/2017,5/14/2017,18.80547945,3.682191781,Sold
CHA1086,CHAPH02,House & Lot,8/29/2016,8/29/2016,3/20/2018,6/25/2018,18.6739726,3.189041096,Sold
CHA1087,CHAPH02,House & Lot,11/10/2017,11/10/2017,6/4/2019,9/16/2019,18.77260274,3.419178082,Sold
CHA1088,CHAPH02,House & Lot,6/21/2015,6/21/2015,12/29/2016,4/10/2017,18.31232877,3.353424658,Sold
CHA1089,CHAPH02,House & Lot,10/29/2017,10/29/2017,5/30/2019,8/30/2019,19.00273973,3.024657534,Sold
CHA1090,CHAPH02,House & Lot,3/17/2021,3/17/2021,8/30/2022,11/28/2022,17.45753425,2.95890411,Sold
CHA1091,CHAPH02,House & Lot,7/15/2016,7/15/2016,2/25/2018,6/4/2018,19.39726027,3.254794521,Sold
CHA1092,CHAPH02,House & Lot,11/17/2016,11/17/2016,6/29/2018,9/29/2018,19.36438356,3.024657534,Sold
CHA1093,CHAPH02,House & Lot,12/7/2016,12/7/2016,7/17/2018,10/16/2018,19.29863014,2.991780822,Sold
CHA1094,CHAPH02,House & Lot,12/2/2016,12/2/2016,7/23/2018,11/4/2018,19.66027397,3.419178082,Sold
CHA1095,CHAPH02,House & Lot,4/11/2019,4/11/2019,10/29/2020,2/4/2021,18.64109589,3.221917808,Sold
CHA1096,CHAPH02,House & Lot,4/19/2017,4/19/2017,11/7/2018,2/10/2019,18.64109589,3.123287671,Sold
CHA1097,CHAPH02,House & Lot,12/30/2015,12/30/2015,8/21/2017,12/10/2017,19.7260274,3.649315068,Sold
CHA1098,CHAPH02,House & Lot,2/6/2016,2/6/2016,9/15/2017,12/26/2017,19.29863014,3.353424658,Sold
CHA1099,CHAPH02,House & Lot,2/26/2017,2/26/2017,9/9/2018,12/9/2018,18.4109589,2.991780822,Sold
CHA1100,CHAPH02,House & Lot,11/3/2016,11/3/2016,6/14/2018,9/18/2018,19.33150685,3.156164384,Sold
CHA1101,CHAPH02,House & Lot,8/14/2017,8/14/2017,3/15/2019,6/12/2019,19.00273973,2.926027397,Sold
CHA1102,CHAPH02,House & Lot,5/26/2017,5/26/2017,1/7/2019,4/15/2019,19.43013699,3.221917808,Sold
CHA1103,CHAPH02,House & Lot,9/28/2017,9/28/2017,4/17/2019,7/19/2019,18.60821918,3.057534247,Sold
CHA1104,CHAPH02,House & Lot,9/26/2017,9/26/2017,5/13/2019,8/13/2019,19.52876712,3.024657534,Sold
CHA1105,CHAPH02,House & Lot,4/27/2017,4/27/2017,11/19/2018,3/4/2019,18.77260274,3.452054795,Sold
CHA1106,CHAPH02,House & Lot,12/20/2017,12/20/2017,7/18/2019,10/29/2019,18.90410959,3.38630137,Sold
CHA1107,CHAPH02,House & Lot,2/28/2016,2/28/2016,9/17/2017,1/4/2018,18.64109589,3.583561644,Sold
CHA1108,CHAPH02,House & Lot,3/6/2016,3/6/2016,10/3/2017,1/16/2018,18.9369863,3.452054795,Sold
CHA1109,CHAPH02,House & Lot,4/19/2019,4/19/2019,10/20/2020,1/18/2021,18.08219178,2.95890411,Sold
CHA1110,CHAPH02,House & Lot,3/27/2016,3/27/2016,11/8/2017,2/26/2018,19.43013699,3.616438356,Sold
CHA1111,CHAPH02,House & Lot,4/23/2016,4/23/2016,10/30/2017,2/10/2018,18.24657534,3.38630137,Sold
CHA1112,CHAPH02,House & Lot,10/29/2015,10/29/2015,5/9/2017,8/23/2017,18.34520548,3.484931507,Sold
CHA1113,CHAPH02,House & Lot,2/28/2018,2/28/2018,9/1/2019,12/7/2019,18.08219178,3.189041096,Sold
CHA1114,CHAPH02,House & Lot,2/19/2017,2/19/2017,9/22/2018,12/29/2018,19.06849315,3.221917808,Sold
CHA1115,CHAPH02,House & Lot,12/29/2016,12/29/2016,7/12/2018,10/15/2018,18.4109589,3.123287671,Sold
CHA1116,CHAPH02,House & Lot,12/29/2016,12/29/2016,8/20/2018,11/28/2018,19.69315068,3.287671233,Sold
CHA1117,CHAPH02,House & Lot,8/1/2017,8/1/2017,2/15/2019,5/15/2019,18.50958904,2.926027397,Sold
CHA1118,CHAPH02,House & Lot,12/14/2017,12/14/2017,7/6/2019,10/15/2019,18.70684932,3.320547945,Sold
CHA1119,CHAPH02,House & Lot,10/16/2017,10/16/2017,6/5/2019,9/14/2019,19.62739726,3.320547945,Sold
CHA1120,CHAPH02,House & Lot,7/27/2017,7/27/2017,2/14/2019,5/13/2019,18.64109589,2.893150685,Sold
CHA1121,CHAPH02,House & Lot,7/27/2017,7/27/2017,3/14/2019,6/25/2019,19.56164384,3.38630137,Sold
CHA1122,CHAPH02,House & Lot,12/28/2017,12/28/2017,7/26/2019,11/8/2019,18.90410959,3.452054795,Sold
CHA1123,CHAPH02,House & Lot,7/30/2018,7/30/2018,2/13/2020,5/18/2020,18.50958904,3.123287671,Sold
CHA1124,CHAPH02,House & Lot,1/4/2018,1/4/2018,7/5/2019,10/11/2019,17.98356164,3.221917808,Sold
CHA1125,CHAPH02,House & Lot,10/9/2017,10/9/2017,5/13/2019,8/25/2019,19.10136986,3.419178082,Sold
CHA1126,CHAPH02,House & Lot,10/4/2017,10/4/2017,4/25/2019,8/3/2019,18.6739726,3.287671233,Sold
CHA1129,CHAPH02,House & Lot,10/29/2016,10/29/2016,5/17/2018,8/24/2018,18.57534247,3.254794521,Sold
CHA1130,CHAPH02,House & Lot,5/29/2016,5/29/2016,12/6/2017,3/16/2018,18.27945205,3.287671233,Sold
CHA1131,CHAPH02,House & Lot,12/2/2019,12/2/2019,6/12/2021,9/24/2021,18.34520548,3.419178082,Sold
CHA1132,CHAPH02,House & Lot,12/26/2015,12/26/2015,8/9/2017,11/18/2017,19.4630137,3.320547945,Sold
CHA1133,CHAPH02,House & Lot,11/27/2015,11/27/2015,7/18/2017,10/30/2017,19.69315068,3.419178082,Sold
CHA1134,CHAPH02,House & Lot,8/5/2016,8/5/2016,3/28/2018,7/4/2018,19.7260274,3.221917808,Sold
CHA1135,CHAPH02,House & Lot,8/29/2016,8/29/2016,4/18/2018,8/1/2018,19.62739726,3.452054795,Sold
CHA1136,CHAPH02,House & Lot,8/10/2016,8/10/2016,3/14/2018,6/25/2018,19.10136986,3.38630137,Sold
CHA1137,CHAPH02,House & Lot,9/26/2018,9/26/2018,4/9/2020,7/10/2020,18.44383562,3.024657534,Sold
CHA1138,CHAPH02,House & Lot,9/29/2017,9/29/2017,4/11/2019,7/25/2019,18.37808219,3.452054795,Sold
CHA1139,CHAPH02,House & Lot,4/21/2017,4/21/2017,11/15/2018,2/25/2019,18.83835616,3.353424658,Sold
CHA1140,CHAPH02,House & Lot,2/16/2017,2/16/2017,10/6/2018,1/19/2019,19.62739726,3.452054795,Sold
CHA1141,CHAPH02,House & Lot,6/14/2016,6/14/2016,1/1/2018,4/8/2018,18.60821918,3.189041096,Sold
CHA1142,CHAPH02,House & Lot,10/19/2016,10/19/2016,6/2/2018,9/14/2018,19.43013699,3.419178082,Sold
CHA1143,CHAPH02,House & Lot,2/27/2016,2/27/2016,9/10/2017,12/25/2017,18.44383562,3.484931507,Sold
CHA1144,CHAPH02,House & Lot,6/28/2015,6/28/2015,2/3/2017,5/23/2017,19.26575342,3.583561644,Sold
CHA1145,CHAPH02,House & Lot,4/29/2016,4/29/2016,12/12/2017,4/2/2018,19.4630137,3.649315068,Sold
CHA1146,CHAPH02,House & Lot,10/29/2015,10/29/2015,6/6/2017,9/19/2017,19.26575342,3.452054795,Sold
CHA1147,CHAPH02,House & Lot,10/25/2020,10/25/2020,4/19/2022,7/12/2022,17.78630137,2.761643836,Sold
CHA1148,CHAPH02,House & Lot,9/21/2018,9/21/2018,3/30/2020,7/13/2020,18.27945205,3.452054795,Sold
CHA1149,CHAPH02,House & Lot,9/26/2016,9/26/2016,5/6/2018,8/19/2018,19.29863014,3.452054795,Sold
CHA1150,CHAPH02,House & Lot,11/7/2020,11/7/2020,4/15/2022,7/15/2022,17.22739726,2.991780822,Sold
CHA1151,CHAPH02,House & Lot,8/5/2018,8/5/2018,2/7/2020,5/22/2020,18.11506849,3.452054795,Sold
CHA1152,CHAPH02,House & Lot,8/15/2018,8/15/2018,2/28/2020,5/29/2020,18.47671233,2.991780822,Sold
CHA1153,CHAPH02,House & Lot,11/17/2018,11/17/2018,5/25/2020,8/21/2020,18.24657534,2.893150685,Sold
CHA1154,CHAPH02,House & Lot,11/29/2018,11/29/2018,5/28/2020,8/30/2020,17.95068493,3.090410959,Sold
CHA1155,CHAPH02,House & Lot,2/1/2019,2/1/2019,8/20/2020,11/24/2020,18.60821918,3.156164384,Sold
CHA1156,CHAPH02,House & Lot,11/13/2018,11/13/2018,6/1/2020,9/3/2020,18.60821918,3.090410959,Sold
CHA1157,CHAPH02,House & Lot,11/13/2018,11/13/2018,5/27/2020,9/6/2020,18.44383562,3.353424658,Sold
CHA1158,CHAPH02,House & Lot,2/15/2019,2/15/2019,8/23/2020,12/3/2020,18.24657534,3.353424658,Sold
CHA1159,CHAPH02,House & Lot,11/24/2018,11/24/2018,6/13/2020,9/24/2020,18.64109589,3.38630137,Sold
CHA1160,CHAPH02,House & Lot,6/21/2017,6/21/2017,1/9/2019,4/15/2019,18.64109589,3.156164384,Sold
CHA1161,CHAPH02,House & Lot,4/14/2017,4/14/2017,11/8/2018,2/10/2019,18.83835616,3.090410959,Sold
CHA1162,CHAPH02,House & Lot,2/13/2019,2/13/2019,8/18/2020,11/30/2020,18.14794521,3.419178082,Sold
CHA1163,CHAPH02,House & Lot,7/25/2019,7/25/2019,2/8/2021,5/10/2021,18.54246575,2.991780822,Sold
CHA1164,CHAPH02,House & Lot,11/12/2020,11/12/2020,5/2/2022,7/23/2022,17.62191781,2.695890411,Sold
CHA1165,CHAPH02,House & Lot,10/8/2018,10/8/2018,4/14/2020,7/26/2020,18.21369863,3.38630137,Sold
CHA1166,CHAPH02,House & Lot,4/3/2021,4/3/2021,9/26/2022,12/26/2022,17.78630137,2.991780822,Sold
CHA1167,CHAPH02,House & Lot,4/3/2021,4/3/2021,9/17/2022,12/12/2022,17.49041096,2.82739726,Sold
CHA1168,CHAPH02,House & Lot,10/19/2018,10/19/2018,5/4/2020,8/2/2020,18.50958904,2.95890411,Sold
CHA1170,CHAPH02,House & Lot,9/5/2018,9/5/2018,3/15/2020,6/20/2020,18.31232877,3.189041096,Sold
CHA1171,CHAPH02,House & Lot,12/15/2018,12/15/2018,7/3/2020,10/15/2020,18.60821918,3.419178082,Sold
CHA1172,CHAPH02,House & Lot,2/7/2019,2/7/2019,8/22/2020,12/1/2020,18.47671233,3.320547945,Sold
CHA1173,CHAPH02,House & Lot,2/7/2019,2/7/2019,8/8/2020,11/14/2020,18.01643836,3.221917808,Sold
CHA1175,CHAPH02,House & Lot,10/29/2015,10/29/2015,5/31/2017,9/19/2017,19.06849315,3.649315068,Sold
CHA1176,CHAPH02,House & Lot,2/3/2019,2/3/2019,8/3/2020,10/31/2020,17.98356164,2.926027397,Sold
CHA1177,CHAPH02,House & Lot,2/23/2019,2/23/2019,8/22/2020,11/30/2020,17.95068493,3.287671233,Sold
CHA1178,CHAPH02,House & Lot,3/13/2019,3/13/2019,9/20/2020,1/1/2021,18.31232877,3.38630137,Sold
CHA1179,CHAPH02,House & Lot,3/13/2019,3/13/2019,9/14/2020,12/22/2020,18.11506849,3.254794521,Sold
CHA1180,CHAPH02,House & Lot,6/6/2020,6/6/2020,11/25/2021,2/8/2022,17.65479452,2.465753425,Sold
CHA1181,CHAPH02,House & Lot,12/29/2018,12/29/2018,7/4/2020,10/16/2020,18.18082192,3.419178082,Sold
CHA1182,CHAPH02,House & Lot,9/28/2018,9/28/2018,3/29/2020,6/25/2020,18.01643836,2.893150685,Sold
CHA1183,CHAPH02,House & Lot,4/4/2019,4/4/2019,10/9/2020,1/19/2021,18.21369863,3.353424658,Sold
CHA1184,CHAPH02,House & Lot,7/26/2020,7/26/2020,1/3/2022,3/22/2022,17.29315068,2.564383562,Sold
CHA1185,CHAPH02,House & Lot,4/22/2019,4/22/2019,11/5/2020,2/4/2021,18.50958904,2.991780822,Sold
CHA1186,CHAPH02,House & Lot,3/8/2018,3/8/2018,9/13/2019,12/23/2019,18.21369863,3.320547945,Sold
CHA1187,CHAPH02,House & Lot,12/28/2017,12/28/2017,7/27/2019,10/25/2019,18.9369863,2.95890411,Sold
CHA1188,CHAPH02,House & Lot,3/7/2019,3/7/2019,9/9/2020,12/14/2020,18.14794521,3.156164384,Sold
CHA1189,CHAPH02,House & Lot,4/5/2019,4/5/2019,10/2/2020,1/3/2021,17.95068493,3.057534247,Sold
CHA1190,CHAPH02,House & Lot,5/4/2019,5/4/2019,11/13/2020,2/11/2021,18.37808219,2.95890411,Sold
CHA1191,CHAPH02,House & Lot,3/6/2021,3/6/2021,8/28/2022,11/24/2022,17.75342466,2.893150685,Sold
CHA1192,CHAPH02,House & Lot,4/27/2019,4/27/2019,11/9/2020,2/17/2021,18.47671233,3.287671233,Sold
CHA1193,CHAPH02,House & Lot,3/1/2019,3/1/2019,9/15/2020,12/17/2020,18.54246575,3.057534247,Sold
CHA1194,CHAPH02,House & Lot,3/18/2019,3/18/2019,9/15/2020,12/24/2020,17.98356164,3.287671233,Sold
CHA1195,CHAPH02,House & Lot,1/21/2019,1/21/2019,8/6/2020,11/15/2020,18.50958904,3.320547945,Sold
CHA1196,CHAPH02,House & Lot,6/28/2019,6/28/2019,12/29/2020,4/12/2021,18.08219178,3.419178082,Sold
CHA1197,CHAPH02,House & Lot,1/28/2019,1/28/2019,8/8/2020,11/19/2020,18.34520548,3.38630137,Sold
CHA1198,CHAPH02,House & Lot,2/24/2019,2/24/2019,9/4/2020,12/12/2020,18.34520548,3.254794521,Sold
CHA1199,CHAPH02,House & Lot,5/29/2018,5/29/2018,12/16/2019,3/25/2020,18.60821918,3.287671233,Sold
CHA1200,CHAPH02,House & Lot,5/29/2018,5/29/2018,12/4/2019,3/3/2020,18.21369863,2.95890411,Sold
CHA1201,CHAPH02,House & Lot,8/27/2018,8/27/2018,2/29/2020,5/30/2020,18.11506849,2.991780822,Sold
CHA1202,CHAPH02,House & Lot,9/27/2018,9/27/2018,4/9/2020,7/21/2020,18.4109589,3.38630137,Sold
CHA1203,CHAPH02,House & Lot,4/27/2018,4/27/2018,10/26/2019,1/25/2020,17.98356164,2.991780822,Sold
CHA1204,CHAPH02,House & Lot,1/29/2018,1/29/2018,8/1/2019,11/2/2019,18.04931507,3.057534247,Sold
CHA1205,CHAPH02,House & Lot,1/12/2018,1/12/2018,7/12/2019,10/16/2019,17.95068493,3.156164384,Sold
CHA1206,CHAPH02,House & Lot,1/21/2018,1/21/2018,7/26/2019,10/23/2019,18.11506849,2.926027397,Sold
CHA1207,CHAPH02,House & Lot,1/28/2018,1/28/2018,8/12/2019,11/20/2019,18.44383562,3.287671233,Sold
CHA1208,CHAPH02,House & Lot,11/2/2018,11/2/2018,5/6/2020,8/2/2020,18.11506849,2.893150685,Sold
CHA1209,CHAPH02,House & Lot,9/21/2018,9/21/2018,3/25/2020,7/6/2020,18.11506849,3.38630137,Sold
CHA1210,CHAPH02,House & Lot,10/28/2015,10/28/2015,6/6/2017,9/19/2017,19.29863014,3.452054795,Sold
CHA1211,CHAPH02,House & Lot,6/26/2015,6/26/2015,1/16/2017,5/3/2017,18.73972603,3.517808219,Sold
CHA1212,CHAPH02,House & Lot,10/29/2016,10/29/2016,5/28/2018,9/9/2018,18.9369863,3.419178082,Sold
CHA1213,CHAPH02,House & Lot,4/9/2018,4/9/2018,10/13/2019,1/16/2020,18.14794521,3.123287671,Sold
CHA1214,CHAPH02,House & Lot,10/29/2015,10/29/2015,5/6/2017,8/15/2017,18.24657534,3.320547945,Sold
CHA1215,CHAPH02,House & Lot,10/21/2015,10/21/2015,5/17/2017,8/30/2017,18.87123288,3.452054795,Sold
CHA1216,CHAPH02,House & Lot,12/23/2019,12/23/2019,6/25/2021,10/8/2021,18.08219178,3.452054795,Sold
CHA1217,CHAPH02,House & Lot,4/17/2017,4/17/2017,12/2/2018,3/15/2019,19.52876712,3.38630137,Sold
CHA1218,CHAPH02,House & Lot,11/26/2015,11/26/2015,7/16/2017,10/26/2017,19.66027397,3.353424658,Sold
CHA1219,CHAPH02,House & Lot,11/26/2015,11/26/2015,6/16/2017,9/28/2017,18.6739726,3.419178082,Sold
CHA1220,CHAPH02,House & Lot,7/28/2017,7/28/2017,3/1/2019,6/7/2019,19.10136986,3.221917808,Sold
CHA1221,CHAPH02,House & Lot,9/30/2015,9/30/2015,4/16/2017,7/25/2017,18.54246575,3.287671233,Sold
CHA1222,CHAPH02,House & Lot,12/28/2017,12/28/2017,8/8/2019,11/4/2019,19.33150685,2.893150685,Sold
CHA1223,CHAPH02,House & Lot,3/19/2016,3/19/2016,10/14/2017,1/22/2018,18.87123288,3.287671233,Sold
CHA1224,CHAPH02,House & Lot,10/4/2015,10/4/2015,4/18/2017,7/31/2017,18.47671233,3.419178082,Sold
CHA1225,CHAPH02,House & Lot,6/30/2015,6/30/2015,2/7/2017,5/29/2017,19.33150685,3.649315068,Sold
CHA1226,CHAPH02,House & Lot,8/1/2015,8/1/2015,3/6/2017,6/22/2017,19.16712329,3.550684932,Sold
CHA1227,CHAPH02,House & Lot,4/26/2017,4/26/2017,11/5/2018,2/9/2019,18.34520548,3.156164384,Sold
CHA1228,CHAPH02,House & Lot,6/21/2015,6/21/2015,1/31/2017,5/19/2017,19.39726027,3.550684932,Sold
CHA1229,CHAPH02,House & Lot,8/29/2015,8/29/2015,3/9/2017,6/27/2017,18.34520548,3.616438356,Sold
CHA1230,CHAPH02,House & Lot,2/3/2016,2/3/2016,9/19/2017,1/9/2018,19.52876712,3.682191781,Sold
CHA1231,CHAPH02,House & Lot,9/23/2015,9/23/2015,4/17/2017,8/2/2017,18.80547945,3.517808219,Sold
CHA1232,CHAPH02,House & Lot,4/28/2016,4/28/2016,11/27/2017,3/18/2018,19.00273973,3.649315068,Sold
CHA1233,CHAPH02,House & Lot,10/7/2015,10/7/2015,5/12/2017,8/29/2017,19.16712329,3.583561644,Sold
CHA1234,CHAPH02,House & Lot,12/13/2017,12/13/2017,7/7/2019,10/10/2019,18.77260274,3.123287671,Sold
CHA1235,CHAPH02,House & Lot,7/19/2017,7/19/2017,3/1/2019,6/8/2019,19.39726027,3.254794521,Sold
CHA1236,CHAPH02,House & Lot,12/28/2017,12/28/2017,7/12/2019,10/11/2019,18.44383562,2.991780822,Sold
CHA1237,CHAPH02,House & Lot,1/13/2016,1/13/2016,8/11/2017,11/28/2017,18.9369863,3.583561644,Sold
CHA1238,CHAPH02,House & Lot,3/15/2017,3/15/2017,10/18/2018,1/22/2019,19.13424658,3.156164384,Sold
CHA1239,CHAPH02,House & Lot,7/29/2017,7/29/2017,3/20/2019,6/29/2019,19.69315068,3.320547945,Sold
CHA1240,CHAPH02,House & Lot,9/11/2015,9/11/2015,4/14/2017,8/1/2017,19.10136986,3.583561644,Sold
CHA1241,CHAPH02,House & Lot,8/27/2018,8/27/2018,3/16/2020,6/17/2020,18.64109589,3.057534247,Sold
CHA1242,CHAPH02,House & Lot,9/24/2015,9/24/2015,5/13/2017,8/26/2017,19.62739726,3.452054795,Sold
CHA1243,CHAPH02,House & Lot,3/4/2021,3/4/2021,8/25/2022,11/13/2022,17.72054795,2.630136986,Sold
CHA1244,CHAPH02,House & Lot,10/18/2015,10/18/2015,5/7/2017,8/27/2017,18.64109589,3.682191781,Sold
CHA1245,CHAPH02,House & Lot,9/29/2015,9/29/2015,4/13/2017,7/24/2017,18.47671233,3.353424658,Sold
CHA1246,CHAPH02,House & Lot,10/29/2015,10/29/2015,6/3/2017,9/12/2017,19.16712329,3.320547945,Sold
CHA1247,CHAPH02,House & Lot,7/25/2015,7/25/2015,2/23/2017,6/9/2017,19.03561644,3.484931507,Sold
CHA1248,CHAPH02,House & Lot,7/1/2015,7/1/2015,2/19/2017,6/6/2017,19.69315068,3.517808219,Sold
CHA1249,CHAPH02,House & Lot,6/27/2015,6/27/2015,1/20/2017,5/1/2017,18.83835616,3.320547945,Sold
CHA1250,CHAPH02,House & Lot,7/5/2015,7/5/2015,1/28/2017,5/18/2017,18.83835616,3.616438356,Sold
CHA1251,CHAPH02,House & Lot,7/30/2015,7/30/2015,2/19/2017,6/6/2017,18.73972603,3.517808219,Sold
CHA1252,CHAPH02,House & Lot,7/29/2015,7/29/2015,3/15/2017,6/30/2017,19.56164384,3.517808219,Sold
CHA1253,CHAPH02,House & Lot,6/21/2015,6/21/2015,1/2/2017,4/13/2017,18.44383562,3.320547945,Sold
CHA1254,CHAPH02,House & Lot,6/30/2015,6/30/2015,2/7/2017,5/24/2017,19.33150685,3.484931507,Sold
CHA1255,CHAPH02,House & Lot,6/26/2015,6/26/2015,2/11/2017,5/28/2017,19.59452055,3.484931507,Sold
CHA1256,CHAPH02,House & Lot,7/16/2015,7/16/2015,2/5/2017,5/21/2017,18.73972603,3.452054795,Sold
CHA1257,CHAPH02,House & Lot,7/5/2015,7/5/2015,1/29/2017,5/19/2017,18.87123288,3.616438356,Sold
CHA1258,CHAPH02,House & Lot,8/28/2015,8/28/2015,3/25/2017,7/3/2017,18.90410959,3.287671233,Sold
CHA1259,CHAPH02,House & Lot,6/30/2015,6/30/2015,1/21/2017,5/7/2017,18.77260274,3.484931507,Sold
CHA1260,CHAPH02,House & Lot,10/29/2015,10/29/2015,5/31/2017,9/17/2017,19.06849315,3.583561644,Sold
CHA1261,CHAPH02,House & Lot,6/29/2019,6/29/2019,1/7/2021,4/15/2021,18.34520548,3.221917808,Sold
CHA1262,CHAPH02,House & Lot,7/15/2016,7/15/2016,2/19/2018,5/19/2018,19.2,2.926027397,Sold
CHA1263,CHAPH02,House & Lot,11/19/2016,11/19/2016,5/31/2018,9/9/2018,18.34520548,3.320547945,Sold
CHA1264,CHAPH02,House & Lot,10/7/2018,10/7/2018,4/6/2020,7/14/2020,17.98356164,3.254794521,Sold
CHA1265,CHAPH02,House & Lot,9/30/2018,9/30/2018,4/16/2020,7/17/2020,18.54246575,3.024657534,Sold
CHA1266,CHAPH02,House & Lot,2/10/2017,2/10/2017,8/30/2018,11/28/2018,18.60821918,2.95890411,Sold
CHA1267,CHAPH02,House & Lot,4/29/2016,4/29/2016,12/13/2017,3/28/2018,19.49589041,3.452054795,Sold
CHA1268,CHAPH02,House & Lot,12/7/2017,12/7/2017,6/21/2019,9/22/2019,18.44383562,3.057534247,Sold
CHA1269,CHAPH02,House & Lot,3/13/2017,3/13/2017,10/11/2018,1/17/2019,18.96986301,3.221917808,Sold
CHA1270,CHAPH02,House & Lot,1/20/2017,1/20/2017,8/1/2018,11/9/2018,18.34520548,3.287671233,Sold
CHA1271,CHAPH02,House & Lot,1/8/2017,1/8/2017,8/25/2018,11/27/2018,19.52876712,3.090410959,Sold
CHA1272,CHAPH02,House & Lot,1/6/2018,1/6/2018,7/24/2019,11/1/2019,18.54246575,3.287671233,Sold
CHA1273,CHAPH02,House & Lot,4/29/2016,4/29/2016,12/20/2017,4/4/2018,19.7260274,3.452054795,Sold
CHA1274,CHAPH02,House & Lot,5/30/2016,5/30/2016,12/19/2017,3/31/2018,18.6739726,3.353424658,Sold
CHA1275,CHAPH02,House & Lot,8/29/2016,8/29/2016,3/27/2018,7/4/2018,18.90410959,3.254794521,Sold
CHA1276,CHAPH02,House & Lot,2/22/2017,2/22/2017,9/17/2018,12/20/2018,18.80547945,3.090410959,Sold
CHA1277,CHAPH02,House & Lot,3/23/2016,3/23/2016,10/28/2017,2/15/2018,19.2,3.616438356,Sold
CHA1278,CHAPH02,House & Lot,12/8/2016,12/8/2016,7/1/2018,9/28/2018,18.73972603,2.926027397,Sold
CHA1279,CHAPH02,House & Lot,10/22/2016,10/22/2016,5/27/2018,8/24/2018,19.13424658,2.926027397,Sold
CHA1280,CHAPH02,House & Lot,4/10/2016,4/10/2016,11/6/2017,2/21/2018,18.90410959,3.517808219,Sold
CHA1281,CHAPH02,House & Lot,4/29/2016,4/29/2016,11/7/2017,2/27/2018,18.31232877,3.682191781,Sold
