entity_cd,property_code,project_no,lot_no,type,area,lot_cost,lot_price,house_cost,house_price,package_cost,package_price,transfer_charges,model,model_area,sales_date,status,date_updated
Alcoves,ALC0909,ALCPH03,909,House & Lot,80.00,8761.090958,16272.28546,20538.1848,30522.71488,29299.27576,46795.00034,588.731288,,0,,Available,3/11/2023
Alcoves,ALC0910,ALCPH03,910,House & Lot,80.00,8796.719941,16338.46044,20538.1848,30522.71488,29334.90474,46861.17532,591.1254987,,0,,Available,3/11/2023
Alcoves,ALC0911,ALCPH03,911,House & Lot,80.00,8825.376426,15578.20201,20538.1848,30522.71488,29363.56123,46100.91689,563.6193488,,0,,Available,3/11/2023
Alcoves,ALC0912,ALCPH03,912,House & Lot,80.00,8781.334758,15500.46142,20538.1848,30522.71488,29319.51956,46023.1763,560.8066941,,0,,Available,3/11/2023
Alcoves,ALC0913,ALCPH03,913,House & Lot,80.00,8720.295965,15392.71818,20538.1848,30522.71488,29258.48076,45915.43306,556.9085437,,0,,Available,3/11/2023
Alcoves,ALC0914,ALCPH03,914,House & Lot,80.00,8793.770985,15522.41335,20538.1848,30522.71488,29331.95579,46045.12823,561.600915,,0,,Available,3/11/2023
Alcoves,ALC0915,ALCPH03,915,House & Lot,80.00,8717.411114,15387.62595,20538.1848,30522.71488,29255.59591,45910.34083,556.7243071,,0,,Available,3/11/2023
Alcoves,ALC0916,ALCPH03,916,House & Lot,80.00,8693.251961,15344.98118,20538.1848,30522.71488,29231.43676,45867.69606,555.1814192,,0,,Available,3/11/2023
Alcoves,ALC0917,ALCPH03,917,House & Lot,80.00,8692.165982,15343.06426,20538.1848,30522.71488,29230.35078,45865.77914,555.1120648,,0,,Available,3/11/2023
Alcoves,ALC0918,ALCPH03,918,House & Lot,80.00,8729.891477,15409.65579,20538.1848,30522.71488,29268.07628,45932.37067,557.5213466,,0,,Available,3/11/2023
Alcoves,ALC0919,ALCPH03,919,House & Lot,80.00,8841.835589,15607.25507,20538.1848,30522.71488,29380.02039,46129.96995,564.6704884,,0,,Available,3/11/2023
Alcoves,ALC0920,ALCPH03,920,House & Lot,80.00,8711.642291,15377.44306,20538.1848,30522.71488,29249.82709,45900.15794,556.3558898,,0,,Available,3/11/2023
Alcoves,ALC0921,ALCPH03,921,House & Lot,80.00,8762.917535,15467.95207,20538.1848,30522.71488,29301.10234,45990.66695,559.630506,,0,,Available,3/11/2023
Alcoves,ALC0922,ALCPH03,922,House & Lot,80.00,8747.93453,15441.50467,20538.1848,30522.71488,29286.11933,45964.21955,558.6736389,,0,,Available,3/11/2023
Alcoves,ALC0923,ALCPH03,923,House & Lot,80.00,8745.349092,15436.94096,20538.1848,30522.71488,29283.53389,45959.65584,558.5085238,,0,,Available,3/11/2023
Alcoves,ALC0924,ALCPH03,924,House & Lot,80.00,8790.666737,15516.93385,20538.1848,30522.71488,29328.85154,46039.64873,561.4026668,,0,,Available,3/11/2023
Alcoves,ALC0925,ALCPH03,925,House & Lot,80.00,8683.011444,15326.90503,20538.1848,30522.71488,29221.19624,45849.61991,554.527424,,0,,Available,3/11/2023
Alcoves,ALC0926,ALCPH03,926,House & Lot,80.00,8778.462414,15495.39127,20538.1848,30522.71488,29316.64721,46018.10615,560.6232562,,0,,Available,3/11/2023
Alcoves,ALC0927,ALCPH03,927,House & Lot,80.00,8814.343554,15558.72723,20538.1848,30522.71488,29352.52835,46081.44211,562.914751,,0,,Available,3/11/2023
Alcoves,ALC0928,ALCPH03,928,House & Lot,80.00,8705.970553,15367.43153,20538.1848,30522.71488,29244.15535,45890.14641,555.9936729,,0,,Available,3/11/2023
Alcoves,ALC0929,ALCPH03,929,House & Lot,103.00,11185.40608,19479.27008,26442.91293,39297.99541,37628.31901,58777.26548,704.7599914,,0,,Available,3/11/2023
Alcoves,ALC0930,ALCPH03,930,House & Lot,162.00,17772.09801,30417.03196,41589.82422,61808.49763,59361.92223,92225.52959,1100.488216,,0,,Available,3/11/2023
Alcoves,ALC0931,ALCPH03,931,House & Lot,148.00,16247.15192,27887.53032,37995.64188,56467.02253,54242.7938,84354.55285,1008.970847,,0,,Available,3/11/2023
Alcoves,ALC0932,ALCPH03,932,House & Lot,103.00,11232.66497,20365.74652,26442.91293,39297.99541,37675.5779,59663.74193,736.832709,,0,,Available,3/11/2023
Alcoves,ALC0933,ALCPH03,933,House & Lot,80.00,8764.938252,15471.51896,20538.1848,30522.71488,29303.12305,45994.23384,559.759556,,0,,Available,3/11/2023
Alcoves,ALC0934,ALCPH03,934,House & Lot,80.00,8770.034818,15480.51522,20538.1848,30522.71488,29308.21962,46003.2301,560.0850405,,0,,Available,3/11/2023
Alcoves,ALC0935,ALCPH03,935,House & Lot,115.00,12604.53078,22650.60302,29523.64065,43876.40264,42128.17143,66527.00566,819.4988171,,0,,Available,3/11/2023
Alcoves,ALC0936,ALCPH03,936,House & Lot,114.00,12566.99301,21785.45402,29266.91334,43494.8687,41833.90635,65280.32273,788.1977265,,0,,Available,3/11/2023
Alcoves,ALC0937,ALCPH03,937,House & Lot,90.00,9828.964964,16428.60731,23105.4579,34338.05424,32934.42286,50766.66155,594.3870125,,0,,Available,3/11/2023
Alcoves,ALC0938,ALCPH03,938,House & Lot,90.00,9892.804323,16535.3115,23105.4579,34338.05424,32998.26222,50873.36574,598.2475701,,0,,Available,3/11/2023
Alcoves,ALC0939,ALCPH03,939,House & Lot,90.00,9889.700158,16530.12305,23105.4579,34338.05424,32995.15806,50868.17729,598.059852,,0,,Available,3/11/2023
Alcoves,ALC0940,ALCPH03,940,House & Lot,90.00,9803.567132,16386.15615,23105.4579,34338.05424,32909.02503,50724.21039,592.8511294,,0,,Available,3/11/2023
Alcoves,ALC0941,ALCPH03,941,House & Lot,134.00,14666.40459,24454.95084,34401.45954,51125.54742,49067.86413,75580.49826,884.7801214,,0,,Available,3/11/2023
Alcoves,ALC0942,ALCPH03,942,House & Lot,115.00,12574.98075,21791.16733,29523.64065,43876.40264,42098.6214,65667.56997,788.404434,,0,,Available,3/11/2023
Alcoves,ALC0943,ALCPH03,943,House & Lot,90.00,9888.266611,17337.90964,23105.4579,34338.05424,32993.72451,51675.96388,627.2855709,,0,,Available,3/11/2023
Alcoves,ALC0944,ALCPH03,944,House & Lot,91.00,10053.14714,17616.59881,23362.18521,34719.58818,33415.33235,52336.18699,637.3685451,,0,,Available,3/11/2023
Alcoves,ALC0945,ALCPH03,945,House & Lot,137.00,15057.41061,25104.19762,35171.64147,52270.14923,50229.05208,77374.34686,908.26987,,0,,Available,3/11/2023
Alcoves,ALC0946,ALCPH03,946,House & Lot,159.00,17359.6068,29728.19676,40819.64229,60663.89582,58179.24909,90392.09258,1075.566159,,0,,Available,3/11/2023
Alcoves,ALC0947,ALCPH03,947,House & Lot,128.00,14030.04029,25015.82917,32861.09568,48836.34381,46891.13597,73852.17297,905.0726993,,0,,Available,3/11/2023
Alcoves,ALC0948,ALCPH03,948,House & Lot,134.00,14681.87737,25288.6959,34401.45954,51125.54742,49083.33691,76414.24333,914.9450177,,0,,Available,3/11/2023
Alcoves,ALC0949,ALCPH03,949,House & Lot,115.00,12563.26442,21770.86412,29523.64065,43876.40264,42086.90507,65647.26676,787.6698637,,0,,Available,3/11/2023
Alcoves,ALC0950,ALCPH03,950,House & Lot,110.00,11988.03174,20010.58779,28240.0041,41968.73296,40228.03584,61979.32075,723.9830663,,0,,Available,3/11/2023
Alcoves,ALC0951,ALCPH03,951,House & Lot,110.00,11987.85931,20010.29997,28240.0041,41968.73296,40227.86341,61979.03293,723.9726528,,0,,Available,3/11/2023
Alcoves,ALC0952,ALCPH03,952,House & Lot,121.00,13299.79806,23809.09302,31064.00451,46165.60626,44363.80257,69974.69927,861.4129853,,0,,Available,3/11/2023
Alcoves,ALC0953,ALCPH03,953,House & Lot,94.00,10232.99804,17901.32607,24132.36714,35864.18998,34365.36518,53765.51606,647.6699773,,0,,Available,3/11/2023
Alcoves,ALC0954,ALCPH03,954,House & Lot,139.00,15101.14357,25976.48124,35685.09609,53033.2171,50786.23966,79009.69834,939.8290911,,0,,Available,3/11/2023
Alcoves,ALC0955,ALCPH03,955,House & Lot,161.00,17739.44097,30366.90672,41333.09691,61426.9637,59072.53788,91793.87041,1098.674685,,0,,Available,3/11/2023
Alcoves,ALC0956,ALCPH03,956,House & Lot,90.00,9937.456929,17424.15907,23105.4579,34338.05424,33042.91483,51762.21331,630.4060751,,0,,Available,3/11/2023
Alcoves,ALC0957,ALCPH03,957,House & Lot,90.00,9774.941099,17139.20672,23105.4579,34338.05424,32880.399,51477.26096,620.0964992,,0,,Available,3/11/2023
Alcoves,ALC0958,ALCPH03,958,House & Lot,173.00,18845.9259,32995.4649,44413.82463,66005.37093,63259.75053,99000.83583,1193.77592,,0,,Available,3/11/2023
Alcoves,ALC0959,ALCPH03,959,House & Lot,102.00,11249.41897,21226.36992,26186.18562,38916.46147,37435.60459,60142.83139,767.9700637,,0,,Available,3/11/2023
Alcoves,ALC0960,ALCPH03,960,House & Lot,50.00,5449.785388,10770.09415,12836.3655,19076.6968,18286.15089,29846.79095,389.6620064,,0,,Available,3/11/2023
Alcoves,ALC0961,ALCPH03,961,House & Lot,50.00,5509.752408,10888.60349,12836.3655,19076.6968,18346.11791,29965.30029,393.9496742,,0,,Available,3/11/2023
Alcoves,ALC0962,ALCPH03,962,House & Lot,50.00,5466.064886,10802.26638,12836.3655,19076.6968,18302.43039,29878.96318,390.8259975,,0,,Available,3/11/2023
Alcoves,ALC0963,ALCPH03,963,House & Lot,99.00,10937.37733,20713.05994,25416.00369,37771.85966,36353.38102,58484.91961,749.3985087,,0,,Available,3/11/2023
Alcoves,ALC0964,ALCPH03,964,House & Lot,78.00,8598.341276,16013.69672,20024.73018,29759.64701,28623.07146,45773.34373,579.3755473,,0,,Available,3/11/2023
Alcoves,ALC0965,ALCPH03,965,House & Lot,50.00,5491.163956,10042.0273,12836.3655,19076.6968,18327.52946,29118.7241,363.3205477,,0,,Available,3/11/2023
Alcoves,ALC0966,ALCPH03,966,House & Lot,50.00,5473.242719,10009.25364,12836.3655,19076.6968,18309.60822,29085.95044,362.1347966,,0,,Available,3/11/2023
Alcoves,ALC0967,ALCPH03,967,House & Lot,86.00,9444.289922,17410.63553,22078.54866,32811.9185,31522.83858,50222.55403,629.9167936,,0,,Available,3/11/2023
Alcoves,ALC0968,ALCPH03,968,House & Lot,104.00,11354.66424,19765.04278,26699.64024,39679.52934,38054.30448,59444.57212,715.0992476,,0,,Available,3/11/2023
Alcoves,ALC0969,ALCPH03,969,House & Lot,107.00,11625.63397,20210.14088,27469.82217,40824.13115,39095.45614,61034.27203,731.202897,,0,,Available,3/11/2023
Alcoves,ALC0970,ALCPH03,970,House & Lot,90.00,9906.154614,16557.62582,23105.4579,34338.05424,33011.61251,50895.68006,599.0549023,,0,,Available,3/11/2023
Alcoves,ALC0971,ALCPH03,971,House & Lot,90.00,9812.300933,16400.75424,23105.4579,34338.05424,32917.75883,50738.80848,593.3792885,,0,,Available,3/11/2023
Alcoves,ALC0972,ALCPH03,972,House & Lot,90.00,9768.742417,16327.94843,23105.4579,34338.05424,32874.20032,50666.00267,590.7451743,,0,,Available,3/11/2023
Alcoves,ALC0973,ALCPH03,973,House & Lot,90.00,9944.921055,16622.42193,23105.4579,34338.05424,33050.37896,50960.47617,601.3992254,,0,,Available,3/11/2023
Alcoves,ALC0974,ALCPH03,974,House & Lot,90.00,9874.492571,16504.70436,23105.4579,34338.05424,32979.95047,50842.7586,597.1402036,,0,,Available,3/11/2023
Alcoves,ALC0975,ALCPH03,975,House & Lot,90.00,9840.068918,16447.167,23105.4579,34338.05424,32945.52682,50785.22124,595.0585019,,0,,Available,3/11/2023
Alcoves,ALC0976,ALCPH03,976,House & Lot,90.00,9797.126405,16375.3908,23105.4579,34338.05424,32902.58431,50713.44504,592.4616393,,0,,Available,3/11/2023
Alcoves,ALC0977,ALCPH03,977,House & Lot,90.00,9959.26443,16646.39614,23105.4579,34338.05424,33064.72233,50984.45038,602.2666123,,0,,Available,3/11/2023
Alcoves,ALC0978,ALCPH03,978,House & Lot,90.00,9766.007322,16323.37686,23105.4579,34338.05424,32871.46522,50661.4311,590.5797749,,0,,Available,3/11/2023
Alcoves,ALC0979,ALCPH03,979,House & Lot,90.00,9905.712628,16556.88707,23105.4579,34338.05424,33011.17053,50894.94131,599.0281741,,0,,Available,3/11/2023
Alcoves,ALC0980,ALCPH03,980,House & Lot,90.00,9832.54062,16434.58384,23105.4579,34338.05424,32937.99852,50772.63808,594.6032432,,0,,Available,3/11/2023
Alcoves,ALC0981,ALCPH03,981,House & Lot,90.00,9788.212956,16360.49243,23105.4579,34338.05424,32893.67086,50698.54667,591.9226163,,0,,Available,3/11/2023
Alcoves,ALC0982,ALCPH03,982,House & Lot,90.00,9819.64407,16413.02792,23105.4579,34338.05424,32925.10197,50751.08216,593.8233501,,0,,Available,3/11/2023
Alcoves,ALC0983,ALCPH03,983,House & Lot,90.00,9935.205847,16606.18346,23105.4579,34338.05424,33040.66375,50944.2377,600.8117176,,0,,Available,3/11/2023
Alcoves,ALC0984,ALCPH03,984,House & Lot,90.00,9880.486336,16514.72262,23105.4579,34338.05424,32985.94424,50852.77686,597.5026645,,0,,Available,3/11/2023
Alcoves,ALC0985,ALCPH03,985,House & Lot,90.00,9905.027871,17367.29854,23105.4579,34338.05424,33010.48577,51705.35278,628.3488611,,0,,Available,3/11/2023
Alcoves,ALC0986,ALCPH03,986,House & Lot,105.00,11490.37006,19992.34247,26956.36755,40061.06328,38446.73761,60053.40575,723.3229506,,0,,Available,3/11/2023
Alcoves,ALC0987,ALCPH03,987,House & Lot,105.00,11441.48006,20710.80051,26956.36755,40061.06328,38397.84761,60771.86379,749.3167624,,0,,Available,3/11/2023
Alcoves,ALC0988,ALCPH03,988,House & Lot,133.00,14647.98716,25237.29192,34144.73223,50744.01349,48792.71939,75981.30541,913.0852218,,0,,Available,3/11/2023
Alcoves,ALC0989,ALCPH03,989,House & Lot,129.00,14236.57123,24556.60206,33117.82299,49217.87774,47354.39422,73774.4798,888.4578625,,0,,Available,3/11/2023
Alcoves,ALC0990,ALCPH03,990,House & Lot,90.00,9939.602707,16613.53259,23105.4579,34338.05424,33045.06061,50951.58683,601.0776089,,0,,Available,3/11/2023
Alcoves,ALC0991,ALCPH03,991,House & Lot,90.00,9840.132233,16447.27282,23105.4579,34338.05424,32945.59013,50785.32706,595.0623308,,0,,Available,3/11/2023
Alcoves,ALC0992,ALCPH03,992,House & Lot,90.00,9863.413146,16486.18567,23105.4579,34338.05424,32968.87105,50824.23991,596.4701974,,0,,Available,3/11/2023
Alcoves,ALC0993,ALCPH03,993,House & Lot,90.00,9782.501501,16350.94603,23105.4579,34338.05424,32887.9594,50689.00027,591.5772275,,0,,Available,3/11/2023
Alcoves,ALC0994,ALCPH03,994,House & Lot,90.00,9829.790452,16429.98707,23105.4579,34338.05424,32935.24835,50768.04131,594.4369322,,0,,Available,3/11/2023
Alcoves,ALC0995,ALCPH03,995,House & Lot,90.00,9928.242192,16594.54407,23105.4579,34338.05424,33033.70009,50932.59831,600.3906045,,0,,Available,3/11/2023
Alcoves,ALC0996,ALCPH03,996,House & Lot,90.00,9895.803311,16540.32416,23105.4579,34338.05424,33001.26121,50878.3784,598.428928,,0,,Available,3/11/2023
Alcoves,ALC0997,ALCPH03,997,House & Lot,90.00,9922.342307,16584.68272,23105.4579,34338.05424,33027.80021,50922.73696,600.0338207,,0,,Available,3/11/2023
Alcoves,ALC0998,ALCPH03,998,House & Lot,90.00,9919.201955,16579.43378,23105.4579,34338.05424,33024.65986,50917.48802,599.8439142,,0,,Available,3/11/2023
Alcoves,ALC0999,ALCPH03,999,House & Lot,90.00,9849.120064,17269.27079,23105.4579,34338.05424,32954.57796,51607.32503,624.8022172,,0,,Available,3/11/2023
Alcoves,ALC1000,ALCPH03,1000,House & Lot,119.00,13053.26698,22587.63414,30550.54989,45402.53838,43603.81687,67990.17253,817.2206033,,0,,Available,3/11/2023
Alcoves,ALC1001,ALCPH03,1001,House & Lot,119.00,12926.44998,23169.19686,30550.54989,45402.53838,43476.99987,68571.73525,838.2615424,,0,,Available,3/11/2023
Alcoves,ALC1002,ALCPH03,1002,House & Lot,114.00,12605.23981,21851.7566,29266.91334,43494.8687,41872.15315,65346.62531,790.5965539,,0,,Available,3/11/2023
Alcoves,ALC1003,ALCPH03,1003,House & Lot,90.00,9950.023015,16630.94959,23105.4579,34338.05424,33055.48092,50969.00383,601.7077562,,0,,Available,3/11/2023
Alcoves,ALC1004,ALCPH03,1004,House & Lot,90.00,9924.351093,16588.0403,23105.4579,34338.05424,33029.80899,50926.09454,600.155298,,0,,Available,3/11/2023
Alcoves,ALC1005,ALCPH03,1005,House & Lot,90.00,9770.621707,16331.08957,23105.4579,34338.05424,32876.07961,50669.14381,590.8588207,,0,,Available,3/11/2023
Alcoves,ALC1006,ALCPH03,1006,House & Lot,90.00,9869.49761,16496.35554,23105.4579,34338.05424,32974.95551,50834.40978,596.8381433,,0,,Available,3/11/2023
Alcoves,ALC1007,ALCPH03,1007,House & Lot,90.00,9946.993451,16625.88583,23105.4579,34338.05424,33052.45135,50963.94007,601.5245494,,0,,Available,3/11/2023
Alcoves,ALC1008,ALCPH03,1008,House & Lot,90.00,9886.882257,16525.41308,23105.4579,34338.05424,32992.34016,50863.46732,597.8894451,,0,,Available,3/11/2023
Alcoves,ALC1009,ALCPH03,1009,House & Lot,98.00,10730.07746,18731.39269,25159.27638,37390.32573,35889.35384,56121.71841,677.7017874,,0,,Available,3/11/2023
Alcoves,ALC1010,ALCPH03,1010,House & Lot,95.00,10384.7341,19769.06331,24389.09445,36245.72392,34773.82855,56014.78723,715.2447106,,0,,Available,3/11/2023
Alcoves,ALC1011,ALCPH03,1011,House & Lot,90.00,9825.829721,18033.50093,23105.4579,34338.05424,32931.28762,52371.55517,652.4520635,,0,,Available,3/11/2023
Alcoves,ALC1012,ALCPH03,1012,House & Lot,90.00,9800.952977,17987.84424,23105.4579,34338.05424,32906.41088,52325.89848,650.8002047,,0,,Available,3/11/2023
Alcoves,ALC1013,ALCPH03,1013,House & Lot,90.00,9942.469501,18247.57176,23105.4579,34338.05424,33047.9274,52585.626,660.1971463,,0,,Available,3/11/2023
Alcoves,ALC1014,ALCPH03,1014,House & Lot,90.00,9820.480521,18023.68345,23105.4579,34338.05424,32925.93842,52361.73769,652.0968674,,0,,Available,3/11/2023
Alcoves,ALC1015,ALCPH03,1015,House & Lot,90.00,9812.624169,18009.26457,23105.4579,34338.05424,32918.08207,52347.31881,651.575192,,0,,Available,3/11/2023
Alcoves,ALC1016,ALCPH03,1016,House & Lot,173.00,18774.07272,33669.89957,44413.82463,66005.37093,63187.89735,99675.2705,1218.176966,,0,,Available,3/11/2023
Alcoves,ALC1017,ALCPH03,1017,House & Lot,114.00,12406.11474,22309.04796,29266.91334,43494.8687,41673.02808,65803.91667,807.1413552,,0,,Available,3/11/2023
Alcoves,ALC1018,ALCPH03,1018,House & Lot,90.00,9874.453652,17313.69025,23105.4579,34338.05424,32979.91155,51651.74449,626.4093132,,0,,Available,3/11/2023
Alcoves,ALC1019,ALCPH03,1019,House & Lot,90.00,9835.555865,16439.62366,23105.4579,34338.05424,32941.01377,50777.6779,594.7855841,,0,,Available,3/11/2023
Alcoves,ALC1020,ALCPH03,1020,House & Lot,90.00,9891.52118,16533.1668,23105.4579,34338.05424,32996.97908,50871.22104,598.1699746,,0,,Available,3/11/2023
Alcoves,ALC1021,ALCPH03,1021,House & Lot,90.00,9821.008734,16415.30888,23105.4579,34338.05424,32926.46663,50753.36312,593.9058754,,0,,Available,3/11/2023
Alcoves,ALC1022,ALCPH03,1022,House & Lot,90.00,9902.683076,16551.82333,23105.4579,34338.05424,33008.14098,50889.87757,598.844968,,0,,Available,3/11/2023
Alcoves,ALC1023,ALCPH03,1023,House & Lot,90.00,9790.222009,16363.85046,23105.4579,34338.05424,32895.67991,50701.9047,592.0441097,,0,,Available,3/11/2023
Alcoves,ALC1024,ALCPH03,1024,House & Lot,90.00,9837.46619,16442.81667,23105.4579,34338.05424,32942.92409,50780.87091,594.9011072,,0,,Available,3/11/2023
Alcoves,ALC1025,ALCPH03,1025,House & Lot,112.00,12156.32136,21089.684,28753.45872,42731.80083,40909.78008,63821.48483,763.024767,,0,,Available,3/11/2023
Alcoves,ALC1026,ALCPH03,1026,House & Lot,110.00,12005.87273,21650.03636,28240.0041,41968.73296,40245.87683,63618.76932,783.2983156,,0,,Available,3/11/2023
Alcoves,ALC1027,ALCPH03,1027,House & Lot,90.00,9894.264466,17348.42618,23105.4579,34338.05424,32999.72237,51686.48042,627.666059,,0,,Available,3/11/2023
Alcoves,ALC1028,ALCPH03,1028,House & Lot,90.00,9833.848491,17242.49389,23105.4579,34338.05424,32939.30639,51580.54813,623.8334288,,0,,Available,3/11/2023
Alcoves,ALC1029,ALCPH03,1029,House & Lot,90.00,9833.475169,17241.83931,23105.4579,34338.05424,32938.93307,51579.89355,623.8097463,,0,,Available,3/11/2023
Alcoves,ALC1030,ALCPH03,1030,House & Lot,90.00,9817.655464,17214.10132,23105.4579,34338.05424,32923.11336,51552.15556,622.8061859,,0,,Available,3/11/2023
Alcoves,ALC1031,ALCPH03,1031,House & Lot,90.00,9839.156088,17251.80013,23105.4579,34338.05424,32944.61399,51589.85437,624.1701288,,0,,Available,3/11/2023
Alcoves,ALC1032,ALCPH03,1032,House & Lot,90.00,9866.060104,17298.97315,23105.4579,34338.05424,32971.518,51637.02739,625.8768487,,0,,Available,3/11/2023
Alcoves,ALC1033,ALCPH03,1033,House & Lot,173.00,18870.93329,33039.24785,44413.82463,66005.37093,63284.75792,99044.61878,1195.359987,,0,,Available,3/11/2023
Alcoves,ALC1034,ALCPH03,1034,House & Lot,109.00,11944.46328,21555.09154,27983.27679,41587.19902,39927.74007,63142.29056,779.8632119,,0,,Available,3/11/2023
Alcoves,ALC1035,ALCPH03,1035,House & Lot,80.00,8761.170032,15464.86745,20538.1848,30522.71488,29299.35483,45987.58233,559.5189043,,0,,Available,3/11/2023
Alcoves,ALC1036,ALCPH03,1036,House & Lot,81.00,8812.740431,15544.36445,20794.91211,30904.24882,29607.65254,46448.61326,562.3951056,,0,,Available,3/11/2023
Alcoves,ALC1037,ALCPH03,1037,House & Lot,81.00,8853.796386,15616.78105,20794.91211,30904.24882,29648.7085,46521.02986,565.0151383,,0,,Available,3/11/2023
Alcoves,ALC1038,ALCPH03,1038,House & Lot,81.00,8900.180726,15698.59613,20794.91211,30904.24882,29695.09284,46602.84495,567.975208,,0,,Available,3/11/2023
Alcoves,ALC1039,ALCPH03,1039,House & Lot,81.00,8923.204053,15739.20586,20794.91211,30904.24882,29718.11616,46643.45467,569.444468,,0,,Available,3/11/2023
Alcoves,ALC1040,ALCPH03,1040,House & Lot,81.00,8917.127761,15728.48818,20794.91211,30904.24882,29712.03987,46632.737,569.0567024,,0,,Available,3/11/2023
Alcoves,ALC1041,ALCPH03,1041,House & Lot,81.00,8833.257565,15580.55362,20794.91211,30904.24882,29628.16968,46484.80244,563.70443,,0,,Available,3/11/2023
Alcoves,ALC1042,ALCPH03,1042,House & Lot,81.00,8933.203916,15756.84413,20794.91211,30904.24882,29728.11603,46661.09295,570.0826206,,0,,Available,3/11/2023
Alcoves,ALC1043,ALCPH03,1043,House & Lot,81.00,8966.536758,15815.63831,20794.91211,30904.24882,29761.44887,46719.88713,572.2097941,,0,,Available,3/11/2023
Alcoves,ALC1044,ALCPH03,1044,House & Lot,81.00,8908.591798,15713.43201,20794.91211,30904.24882,29703.50391,46617.68083,568.5119702,,0,,Available,3/11/2023
Alcoves,ALC1045,ALCPH03,1045,House & Lot,81.00,8894.291294,15688.20805,20794.91211,30904.24882,29689.2034,46592.45686,567.5993672,,0,,Available,3/11/2023
Alcoves,ALC1046,ALCPH03,1046,House & Lot,122.00,13394.73982,23964.67079,31320.73182,46547.14019,44715.47164,70511.81099,867.0417893,,0,,Available,3/11/2023
Alcoves,ALC1047,ALCPH03,1047,House & Lot,123.00,13583.76868,25102.88023,31577.45913,46928.67413,45161.22781,72031.55435,908.2222066,,0,,Available,3/11/2023
Alcoves,ALC1048,ALCPH03,1048,Lot Only,145.00,15765.27,28293.61933,,,15765.27,28293.61933,1023.663147,,0,1/2/2021,Sold,3/14/2023
Alcoves,ALC1049,ALCPH03,1049,Lot Only,102.00,11090.052,19292.11933,,,11090.052,19292.11933,697.9888775,,0,3/31/2021,Sold,3/14/2023
Alcoves,ALC1050,ALCPH03,1050,Lot Only,129.00,14025.654,24488.62746,,,14025.654,24488.62746,885.9985416,,0,3/18/2022,Sold,3/14/2023
Alcoves,ALC1051,ALCPH03,1051,Lot Only,102.00,11090.052,19647.79323,,,11090.052,19647.79323,710.8571592,,0,8/14/2021,Sold,3/14/2023
Alcoves,ALC1052,ALCPH03,1052,Lot Only,115.00,12503.49,22621.45597,,,12503.49,22621.45597,818.4442768,,0,1/28/2021,Sold,3/14/2023
Alcoves,ALC1053,ALCPH03,1053,Lot Only,112.00,12177.312,21159.2152,,,12177.312,21159.2152,765.5404059,,0,,Available,3/14/2023
Alcoves,ALC1054,ALCPH03,1054,Lot Only,102.00,11090.052,18550.93974,,,11090.052,18550.93974,671.1729996,,0,,Available,3/14/2023
Alcoves,ALC1055,ALCPH03,1055,Lot Only,102.00,11090.052,18653.5962,,,11090.052,18653.5962,674.8871105,,0,12/28/2021,Sold,3/14/2023
Alcoves,ALC1056,ALCPH03,1056,Lot Only,102.00,11090.052,18636.51331,,,11090.052,18636.51331,674.2690517,,0,11/30/2020,Sold,3/14/2023
Alcoves,ALC1057,ALCPH03,1057,Lot Only,102.00,11090.052,18796.90488,,,11090.052,18796.90488,680.0720184,,0,,Available,3/14/2023
Alcoves,ALC1058,ALCPH03,1058,Lot Only,156.00,16961.256,28432.91804,,,16961.256,28432.91804,1028.702975,,0,,Available,3/14/2023
Alcoves,ALC1059,ALCPH03,1059,Lot Only,107.00,11633.682,19667.22236,,,11633.682,19667.22236,711.5601048,,0,2/27/2021,Sold,3/14/2023
Alcoves,ALC1060,ALCPH03,1060,Lot Only,102.00,11090.052,18603.7492,,,11090.052,18603.7492,673.0836461,,0,1/24/2021,Sold,3/14/2023
Alcoves,ALC1061,ALCPH03,1061,Lot Only,102.00,11090.052,18572.05508,,,11090.052,18572.05508,671.9369528,,0,5/22/2021,Sold,3/14/2023
Alcoves,ALC1062,ALCPH03,1062,Lot Only,102.00,11090.052,18800.46308,,,11090.052,18800.46308,680.2007544,,0,4/21/2021,Sold,3/14/2023
Alcoves,ALC1063,ALCPH03,1063,Lot Only,151.00,16417.626,28645.89182,,,16417.626,28645.89182,1036.408366,,0,,Available,3/14/2023
Alcoves,ALC1064,ALCPH03,1064,Lot Only,117.00,12856.90571,22263.50814,,,12856.90571,22263.50814,805.4937246,,0,10/22/2022,Sold,3/14/2023
Alcoves,ALC1065,ALCPH03,1065,Lot Only,102.00,11188.24716,18684.40022,,,11188.24716,18684.40022,676.0015999,,0,2/17/2021,Sold,3/14/2023
Alcoves,ALC1066,ALCPH03,1066,Lot Only,102.00,11158.4639,18634.6621,,,11158.4639,18634.6621,674.2020749,,0,5/10/2022,Sold,3/14/2023
Alcoves,ALC1067,ALCPH03,1067,Lot Only,102.00,11106.24173,18547.45094,,,11106.24173,18547.45094,671.0467752,,0,,Available,3/14/2023
Alcoves,ALC1068,ALCPH03,1068,Lot Only,144.00,15695.82054,26966.17577,,,15695.82054,26966.17577,975.6362393,,0,12/18/2021,Sold,3/14/2023
Alcoves,ALC1069,ALCPH03,1069,Lot Only,103.00,11310.74388,19697.54457,,,11310.74388,19697.54457,712.6571624,,0,,Available,3/14/2023
